ZipCode,CaseType,CourtName,Condition,Is_Default
90293,Limited,Chatsworth Courthouse,,True
90294,Limited,Chatsworth Courthouse,,True
90295,Limited,Chatsworth Courthouse,,True
90296,Limited,Chatsworth Courthouse,,True
90301,Limited,Norwalk Courthouse,,True
90302,Limited,Norwalk Courthouse,,True
90303,Limited,Norwalk Courthouse,,True
90304,Limited,Norwalk Courthouse,,True
90305,Limited,Norwalk Courthouse,,True
90306,Limited,Norwalk Courthouse,,True
90307,Limited,Norwalk Courthouse,,True
90308,Limited,Norwalk Courthouse,,True
90309,Limited,Norwalk Courthouse,,True
90311,Limited,Norwalk Courthouse,,True
90312,Limited,Norwalk Courthouse,,True
90401,Limited,Chatsworth Courthouse,,True
90402,Limited,Chatsworth Courthouse,,True
90403,Limited,Chatsworth Courthouse,,True
90404,Limited,Chatsworth Courthouse,,True
90405,Limited,Chatsworth Courthouse,,True
90406,Limited,Chatsworth Courthouse,,True
90407,Limited,Chatsworth Courthouse,,True
90408,Limited,Chatsworth Courthouse,,True
90409,Limited,Chatsworth Courthouse,,True
90410,Limited,Chatsworth Courthouse,,True
90411,Limited,Chatsworth Courthouse,,True
90501,Limited,Norwalk Courthouse,,True
90503,Limited,Norwalk Courthouse,,True
90504,Limited,Norwalk Courthouse,,True
90505,Limited,Norwalk Courthouse,,True
90506,Limited,Norwalk Courthouse,,True
90507,Limited,Norwalk Courthouse,,True
90508,Limited,Norwalk Courthouse,,True
90509,Limited,Norwalk Courthouse,,True
90510,Limited,Norwalk Courthouse,,True
90601,Limited,Norwalk Courthouse,,True
90602,Limited,Norwalk Courthouse,,True
90603,Limited,Norwalk Courthouse,,True
90604,Limited,Norwalk Courthouse,,True
90605,Limited,Norwalk Courthouse,,True
90606,Limited,Norwalk Courthouse,,True
90607,Limited,Norwalk Courthouse,,True
90608,Limited,Norwalk Courthouse,,True
90609,Limited,Norwalk Courthouse,,True
90610,Limited,Norwalk Courthouse,,True
90612,Limited,Norwalk Courthouse,,True
90631,Limited,Norwalk Courthouse,,True
90637,Limited,Norwalk Courthouse,,True
90638,Limited,Norwalk Courthouse,,True
90639,Limited,Norwalk Courthouse,,True
90640,Limited,Norwalk Courthouse,,True
90650,Limited,Norwalk Courthouse,,True
90651,Limited,Norwalk Courthouse,,True
90652,Limited,Norwalk Courthouse,,True
90660,Limited,Norwalk Courthouse,,True
90661,Limited,Norwalk Courthouse,,True
90662,Limited,Norwalk Courthouse,,True
90670,Limited,Norwalk Courthouse,,True
90671,Limited,Norwalk Courthouse,,True
90701,Limited,Norwalk Courthouse,,True
90702,Limited,Norwalk Courthouse,,True
90703,Limited,Norwalk Courthouse,,True
90704,Limited,Catalina Courthouse,,True
90706,Limited,Norwalk Courthouse,,True
90707,Limited,Norwalk Courthouse,,True
90710,Limited,Norwalk Courthouse,,True
90711,Limited,Norwalk Courthouse,,True
90712,Limited,Norwalk Courthouse,,True
90713,Limited,Norwalk Courthouse,,True
90714,Limited,Norwalk Courthouse,,True
90715,Limited,Norwalk Courthouse,,True
90716,Limited,Norwalk Courthouse,,True
90717,Limited,Norwalk Courthouse,,True
90723,Limited,Norwalk Courthouse,,True
90731,Limited,Norwalk Courthouse,,True
90732,Limited,Norwalk Courthouse,,True
90733,Limited,Norwalk Courthouse,,True
90734,Limited,Norwalk Courthouse,,True
90744,Limited,Norwalk Courthouse,,True
90745,Limited,Norwalk Courthouse,,True
90746,Limited,Norwalk Courthouse,,True
90747,Limited,Norwalk Courthouse,,True
90748,Limited,Norwalk Courthouse,,True
90749,Limited,Norwalk Courthouse,,True
90755,Limited,Norwalk Courthouse,,True
90801,Limited,Norwalk Courthouse,,True
90802,Limited,Norwalk Courthouse,,True
90803,Limited,Norwalk Courthouse,,True
90804,Limited,Norwalk Courthouse,,True
90805,Limited,Norwalk Courthouse,,True
90806,Limited,Norwalk Courthouse,,True
90807,Limited,Norwalk Courthouse,,True
90808,Limited,Norwalk Courthouse,,True
90809,Limited,Norwalk Courthouse,,True
90810,Limited,Norwalk Courthouse,,True
90813,Limited,Norwalk Courthouse,,True
90814,Limited,Norwalk Courthouse,,True
90815,Limited,Norwalk Courthouse,,True
90822,Limited,Norwalk Courthouse,,True
90831,Limited,Norwalk Courthouse,,True
90832,Limited,Norwalk Courthouse,,True
90833,Limited,Norwalk Courthouse,,True
90834,Limited,Norwalk Courthouse,,True
90835,Limited,Norwalk Courthouse,,True
90840,Limited,Norwalk Courthouse,,True
90842,Limited,Norwalk Courthouse,,True
90844,Limited,Norwalk Courthouse,,True
90846,Limited,Norwalk Courthouse,,True
90847,Limited,Norwalk Courthouse,,True
90848,Limited,Norwalk Courthouse,,True
90853,Limited,Norwalk Courthouse,,True
90899,Limited,Norwalk Courthouse,,True
91001,Limited,Chatsworth Courthouse,,True
91003,Limited,Chatsworth Courthouse,,True
91006,Limited,Chatsworth Courthouse,,True
91007,Limited,Chatsworth Courthouse,,True
91008,Limited,Chatsworth Courthouse,,True
91009,Limited,Chatsworth Courthouse,,True
91010,Limited,Chatsworth Courthouse,,True
91011,Limited,Chatsworth Courthouse,,True
91012,Limited,Chatsworth Courthouse,,True
91016,Limited,Chatsworth Courthouse,,True
91017,Limited,Chatsworth Courthouse,,True
91020,Limited,Chatsworth Courthouse,,True
91021,Limited,Chatsworth Courthouse,,True
91023,Limited,Chatsworth Courthouse,,True
91024,Limited,Chatsworth Courthouse,,True
91025,Limited,Chatsworth Courthouse,,True
91030,Limited,Chatsworth Courthouse,,True
91031,Limited,Chatsworth Courthouse,,True
91040,Limited,Chatsworth Courthouse,,True
91041,Limited,Chatsworth Courthouse,,True
91042,Limited,Chatsworth Courthouse,,True
91043,Limited,Chatsworth Courthouse,,True
91046,Limited,Chatsworth Courthouse,,True
91066,Limited,Chatsworth Courthouse,,True
91077,Limited,Chatsworth Courthouse,,True
91101,Limited,Chatsworth Courthouse,,True
91103,Limited,Chatsworth Courthouse,,True
91102,Limited,Chatsworth Courthouse,,True
91104,Limited,Chatsworth Courthouse,,True
91105,Limited,Chatsworth Courthouse,,True
91106,Limited,Chatsworth Courthouse,,True
91107,Limited,Chatsworth Courthouse,,True
91108,Limited,Chatsworth Courthouse,,True
91109,Limited,Chatsworth Courthouse,,True
91110,Limited,Chatsworth Courthouse,,True
91114,Limited,Chatsworth Courthouse,,True
91115,Limited,Chatsworth Courthouse,,True
91116,Limited,Chatsworth Courthouse,,True
91117,Limited,Chatsworth Courthouse,,True
91118,Limited,Chatsworth Courthouse,,True
91121,Limited,Chatsworth Courthouse,,True
91123,Limited,Chatsworth Courthouse,,True
91124,Limited,Chatsworth Courthouse,,True
91125,Limited,Chatsworth Courthouse,,True
91126,Limited,Chatsworth Courthouse,,True
91129,Limited,Chatsworth Courthouse,,True
91182,Limited,Chatsworth Courthouse,,True
91184,Limited,Chatsworth Courthouse,,True
91185,Limited,Chatsworth Courthouse,,True
91188,Limited,Chatsworth Courthouse,,True
91189,Limited,Chatsworth Courthouse,,True
91201,Limited,Chatsworth Courthouse,,True
91202,Limited,Chatsworth Courthouse,,True
91203,Limited,Chatsworth Courthouse,,True
91204,Limited,Chatsworth Courthouse,,True
91205,Limited,Chatsworth Courthouse,,True
91206,Limited,Chatsworth Courthouse,,True
91207,Limited,Chatsworth Courthouse,,True
91208,Limited,Chatsworth Courthouse,,True
91209,Limited,Chatsworth Courthouse,,True
91210,Limited,Chatsworth Courthouse,,True
91214,Limited,Chatsworth Courthouse,,True
91221,Limited,Chatsworth Courthouse,,True
91222,Limited,Chatsworth Courthouse,,True
91224,Limited,Chatsworth Courthouse,,True
91225,Limited,Chatsworth Courthouse,,True
91226,Limited,Chatsworth Courthouse,,True
91301,Limited,Chatsworth Courthouse,,True
91303,Limited,Chatsworth Courthouse,,True
91305,Limited,Chatsworth Courthouse,,True
91307,Limited,Chatsworth Courthouse,,True
91308,Limited,Chatsworth Courthouse,,True
91309,Limited,Chatsworth Courthouse,,True
91310,Limited,Chatsworth Courthouse,,True
91311,Limited,Chatsworth Courthouse,,True
91313,Limited,Chatsworth Courthouse,,True
91316,Limited,Chatsworth Courthouse,,True
91321,Limited,Chatsworth Courthouse,,True
91322,Limited,Chatsworth Courthouse,,True
91324,Limited,Chatsworth Courthouse,,True
91326,Limited,Chatsworth Courthouse,,True
91327,Limited,Chatsworth Courthouse,,True
91328,Limited,Chatsworth Courthouse,,True
91329,Limited,Chatsworth Courthouse,,True
91330,Limited,Chatsworth Courthouse,,True
91331,Limited,Chatsworth Courthouse,,True
91333,Limited,Chatsworth Courthouse,,True
91334,Limited,Chatsworth Courthouse,,True
91335,Limited,Chatsworth Courthouse,,True
91337,Limited,Chatsworth Courthouse,,True
91340,Limited,Chatsworth Courthouse,,True
91341,Limited,Chatsworth Courthouse,,True
91344,Limited,Chatsworth Courthouse,,True
91345,Limited,Chatsworth Courthouse,,True
91346,Limited,Chatsworth Courthouse,,True
91350,Limited,Chatsworth Courthouse,,True
91351,Limited,Chatsworth Courthouse,,True
91352,Limited,Chatsworth Courthouse,,True
91353,Limited,Chatsworth Courthouse,,True
91354,Limited,Chatsworth Courthouse,,True
91355,Limited,Chatsworth Courthouse,,True
91356,Limited,Chatsworth Courthouse,,True
91357,Limited,Chatsworth Courthouse,,True
91361,Limited,Chatsworth Courthouse,,True
91362,Limited,Chatsworth Courthouse,,True
91364,Limited,Chatsworth Courthouse,,True
91365,Limited,Chatsworth Courthouse,,True
91367,Limited,Chatsworth Courthouse,,True
91371,Limited,Chatsworth Courthouse,,True
91372,Limited,Chatsworth Courthouse,,True
91376,Limited,Chatsworth Courthouse,,True
91380,Limited,Chatsworth Courthouse,,True
91381,Limited,Chatsworth Courthouse,,True
91382,Limited,Chatsworth Courthouse,,True
91383,Limited,Chatsworth Courthouse,,True
91384,Limited,Chatsworth Courthouse,,True
91385,Limited,Chatsworth Courthouse,,True
91386,Limited,Chatsworth Courthouse,,True
91387,Limited,Chatsworth Courthouse,,True
91390,Limited,Chatsworth Courthouse,,True
91392,Limited,Chatsworth Courthouse,,True
91393,Limited,Chatsworth Courthouse,,True
91394,Limited,Chatsworth Courthouse,,True
91395,Limited,Chatsworth Courthouse,,True
91396,Limited,Chatsworth Courthouse,,True
91399,Limited,Chatsworth Courthouse,,True
91401,Limited,Chatsworth Courthouse,,True
91402,Limited,Chatsworth Courthouse,,True
91403,Limited,Chatsworth Courthouse,,True
91404,Limited,Chatsworth Courthouse,,True
91405,Limited,Chatsworth Courthouse,,True
91406,Limited,Chatsworth Courthouse,,True
91407,Limited,Chatsworth Courthouse,,True
91408,Limited,Chatsworth Courthouse,,True
91409,Limited,Chatsworth Courthouse,,True
91410,Limited,Chatsworth Courthouse,,True
91411,Limited,Chatsworth Courthouse,,True
91412,Limited,Chatsworth Courthouse,,True
91413,Limited,Chatsworth Courthouse,,True
91416,Limited,Chatsworth Courthouse,,True
91426,Limited,Chatsworth Courthouse,,True
91436,Limited,Chatsworth Courthouse,,True
91470,Limited,Chatsworth Courthouse,,True
91482,Limited,Chatsworth Courthouse,,True
91495,Limited,Chatsworth Courthouse,,True
91496,Limited,Chatsworth Courthouse,,True
91499,Limited,Chatsworth Courthouse,,True
91501,Limited,Chatsworth Courthouse,,True
91502,Limited,Chatsworth Courthouse,,True
91503,Limited,Chatsworth Courthouse,,True
91504,Limited,Chatsworth Courthouse,,True
91505,Limited,Chatsworth Courthouse,,True
91506,Limited,Chatsworth Courthouse,,True
91507,Limited,Chatsworth Courthouse,,True
91508,Limited,Chatsworth Courthouse,,True
91510,Limited,Chatsworth Courthouse,,True
91521,Limited,Chatsworth Courthouse,,True
91522,Limited,Chatsworth Courthouse,,True
91523,Limited,Chatsworth Courthouse,,True
91526,Limited,Chatsworth Courthouse,,True
91601,Limited,Chatsworth Courthouse,,True
91602,Limited,Chatsworth Courthouse,,True
91603,Limited,Chatsworth Courthouse,,True
91604,Limited,Chatsworth Courthouse,,True
91605,Limited,Chatsworth Courthouse,,True
91606,Limited,Chatsworth Courthouse,,True
91607,Limited,Chatsworth Courthouse,,True
91608,Limited,Chatsworth Courthouse,,True
91609,Limited,Chatsworth Courthouse,,True
91610,Limited,Chatsworth Courthouse,,True
91611,Limited,Chatsworth Courthouse,,True
91612,Limited,Chatsworth Courthouse,,True
91614,Limited,Chatsworth Courthouse,,True
91615,Limited,Chatsworth Courthouse,,True
91616,Limited,Chatsworth Courthouse,,True
91617,Limited,Chatsworth Courthouse,,True
91618,Limited,Chatsworth Courthouse,,True
91702,Limited,Norwalk Courthouse,,True
91706,Limited,Norwalk Courthouse,,True
91711,Limited,Norwalk Courthouse,,True
91714,Limited,Norwalk Courthouse,,True
91715,Limited,Norwalk Courthouse,,True
91716,Limited,Norwalk Courthouse,,True
91722,Limited,Norwalk Courthouse,,True
91723,Limited,Norwalk Courthouse,,True
91724,Limited,Norwalk Courthouse,,True
91731,Limited,Norwalk Courthouse,,True
91732,Limited,Norwalk Courthouse,,True
91733,Limited,Norwalk Courthouse,,True
91734,Limited,Norwalk Courthouse,,True
91735,Limited,Norwalk Courthouse,,True
91740,Limited,Norwalk Courthouse,,True
91741,Limited,Norwalk Courthouse,,True
91744,Limited,Norwalk Courthouse,,True
91745,Limited,Norwalk Courthouse,,True
91746,Limited,Norwalk Courthouse,,True
91747,Limited,Norwalk Courthouse,,True
91748,Limited,Norwalk Courthouse,,True
91749,Limited,Norwalk Courthouse,,True
91750,Limited,Norwalk Courthouse,,True
91754,Limited,,,True
91755,Limited,Chatsworth Courthouse,,True
91756,Limited,Chatsworth Courthouse,,True
91759,Limited,Norwalk Courthouse,,True
91765,Limited,Norwalk Courthouse,,True
91766,Limited,Norwalk Courthouse,,True
91767,Limited,Norwalk Courthouse,,True
91768,Limited,Norwalk Courthouse,,True
91769,Limited,Norwalk Courthouse,,True
91771,Limited,Chatsworth Courthouse,,True
91772,Limited,Chatsworth Courthouse,,True
91773,Limited,Norwalk Courthouse,,True
91775,Limited,Chatsworth Courthouse,,True
91776,Limited,Chatsworth Courthouse,,True
91780,Limited,Chatsworth Courthouse,,True
91788,Limited,Norwalk Courthouse,,True
91789,Limited,Norwalk Courthouse,,True
91790,Limited,Norwalk Courthouse,,True
91791,Limited,Norwalk Courthouse,,True
91792,Limited,Norwalk Courthouse,,True
91793,Limited,Norwalk Courthouse,,True
91801,Limited,Chatsworth Courthouse,,True
91802,Limited,Chatsworth Courthouse,,True
91803,Limited,Chatsworth Courthouse,,True
91804,Limited,Chatsworth Courthouse,,True
91896,Limited,Chatsworth Courthouse,,True
91899,Limited,Chatsworth Courthouse,,True
92397,Limited,Chatsworth Courthouse,,True
92823,Limited,Norwalk Courthouse,,True
93243,Limited,Chatsworth Courthouse,,True
93523,Limited,Chatsworth Courthouse,,True
93532,Limited,Chatsworth Courthouse,,True
93534,Limited,Chatsworth Courthouse,,True
93535,Limited,Chatsworth Courthouse,,True
93536,Limited,Chatsworth Courthouse,,True
93539,Limited,Chatsworth Courthouse,,True
93543,Limited,Chatsworth Courthouse,,True
93544,Limited,Chatsworth Courthouse,,True
93550,Limited,Chatsworth Courthouse,,True
93551,Limited,Chatsworth Courthouse,,True
93552,Limited,Chatsworth Courthouse,,True
93553,Limited,Chatsworth Courthouse,,True
93563,Limited,Chatsworth Courthouse,,True
93584,Limited,Chatsworth Courthouse,,True
93586,Limited,Chatsworth Courthouse,,True
93590,Limited,Chatsworth Courthouse,,True
93591,Limited,Chatsworth Courthouse,,True
93599,Limited,Chatsworth Courthouse,,True
90003,Limited,Norwalk Courthouse,LOS ANGELES (North of Manchester),True
90003,Limited,Norwalk Courthouse,LOS ANGELES (South of Manchester),True
90034,Limited,Chatsworth Courthouse,LOS ANGELES (East of La Cienega),True
90034,Limited,Chatsworth Courthouse,LOS ANGELES (West of La Cienega),True
90034,Limited,Chatsworth Courthouse,PALMS,True
90035,Limited,Chatsworth Courthouse,LOS ANGELES (East of La Cienega),True
90035,Limited,Chatsworth Courthouse,LOS ANGELES (West of La Cienega),True
90044,Limited,Norwalk Courthouse,ATHENS(and adjacent unincorporated area),True
90044,Limited,Norwalk Courthouse,LOS ANGELES (North of Manchester),True
90044,Limited,Norwalk Courthouse,LOS ANGELES (South of Manchester),True
90056,Limited,Chatsworth Courthouse,BALDWIN HILLS,True
90056,Limited,Norwalk Courthouse,LADERA HEIGHTS,True
90056,Limited,Norwalk Courthouse,LOS ANGELES (East of La Tijera),True
90056,Limited,Norwalk Courthouse,LOS ANGELES (west of La Tijera),True
90056,Limited,Norwalk Courthouse,WINDSOR HILLS,True
90061,Limited,Norwalk Courthouse,LOS ANGELES,True
90061,Limited,Norwalk Courthouse,UNINCORPORATED AREA WEST OF COMPTON,True
90063,Limited,Norwalk Courthouse,BOYLE HEIGHTS,True
90063,Limited,Norwalk Courthouse,CITY TERRACE,True
90063,Limited,Norwalk Courthouse,EAST LOS ANGELES,True
90063,Limited,Norwalk Courthouse,LOS ANGELES,True
90063,Limited,Chatsworth Courthouse,MONTEREY PARK,True
90221,Limited,Norwalk Courthouse,COMPTON,True
90221,Limited,Norwalk Courthouse,EAST RANCHO DOMINGUEZ,True
90221,Limited,Norwalk Courthouse,RANCHO DOMINGUEZ,True
90221,Limited,Norwalk Courthouse,UNINCORPORATED AREA EAST OF COMPTON,True
90502,Limited,Norwalk Courthouse,LOS ANGELES,True
90502,Limited,Norwalk Courthouse,UNINCORPORATED AREA WEST OF CARSON,True
90502,Limited,Norwalk Courthouse,UNINCORPORATED LA COUNTY AREA,True
91302,Limited,Chatsworth Courthouse,BRENTS JUNCTION,True
91302,Limited,Chatsworth Courthouse,CALABASAS (North of MULHOLLAND HIGHWAY),True
91302,Limited,Chatsworth Courthouse,CALABASAS PARK,True
91302,Limited,Chatsworth Courthouse,HIDDEN HILLS,True
91302,Limited,Chatsworth Courthouse,LOS ANGELES,True
91302,Limited,Chatsworth Courthouse,CALABASAS (South of MULHOLLAND HIGHWAY),True
91304,Limited,Chatsworth Courthouse,CANOGA PARK (North of Roscoe),True
91304,Limited,Chatsworth Courthouse,CANOGA PARK (South of Roscoe),True
91304,Limited,Chatsworth Courthouse,LAKESIDE PARK,True
91304,Limited,Chatsworth Courthouse,LOS ANGELES (North of Roscoe),True
91304,Limited,Chatsworth Courthouse,LOS ANGELES (South of Roscoe),True
91304,Limited,Chatsworth Courthouse,WEST HILLS (North of Roscoe),True
91304,Limited,Chatsworth Courthouse,WEST HILLS (South of Roscoe),True
91306,Limited,Chatsworth Courthouse,LOS ANGELES (North of Roscoe),True
91306,Limited,Chatsworth Courthouse,LOS ANGELES (South of Roscoe),True
91306,Limited,Chatsworth Courthouse,WINNETKA,True
91325,Limited,Chatsworth Courthouse,LOS ANGELES (North of Roscoe),True
91325,Limited,Chatsworth Courthouse,LOS ANGELES (South of Roscoe),True
91325,Limited,Chatsworth Courthouse,NORTHRIDGE (North of Roscoe),True
91325,Limited,Chatsworth Courthouse,NORTHRIDGE (South of Roscoe),True
91342,Limited,Chatsworth Courthouse,ANGELES NATIONAL FOREST,True
91342,Limited,Chatsworth Courthouse,KAGEL CANYON,True
91342,Limited,Chatsworth Courthouse,LAKE VIEW TERRACE (East of Osborne),True
91342,Limited,Chatsworth Courthouse,LAKE VIEW TERRACE (West of Osborne),True
91342,Limited,Chatsworth Courthouse,OLIVE VIEW,True
91342,Limited,Chatsworth Courthouse,SAN FERNANDO,True
91342,Limited,Chatsworth Courthouse,SYLMAR,True
91342,Limited,Chatsworth Courthouse,SYLMAR SQUARE,True
91343,Limited,Chatsworth Courthouse,LOS ANGELES (North of Lassen),True
91343,Limited,Chatsworth Courthouse,LOS ANGELES (South of Lassen),True
91343,Limited,Chatsworth Courthouse,NORTH HILLS (North of Lassen),True
91343,Limited,Chatsworth Courthouse,NORTH HILLS (South of Lassen),True
91343,Limited,Chatsworth Courthouse,NORTHRIDGE,True
91423,Limited,Chatsworth Courthouse,LOS ANGELES(East of Fulton and Dixie Canyon Aves.),True
91423,Limited,Chatsworth Courthouse,SHERMAN OAKS(East of Fulton and Dixie Cnyn Aves.),True
91423,Limited,Chatsworth Courthouse,LOS ANGELES(West of Fulton and Dixie Canyon Aves.),True
91423,Limited,Chatsworth Courthouse,SHERMAN OAKS(West of Fulton and Dixie Cnyn Aves.),True
91770,Limited,Norwalk Courthouse,EL MONTE,True
91770,Limited,Norwalk Courthouse,ROSEMEAD,True
91770,Limited,Chatsworth Courthouse,SOUTH SAN GABRIEL,True
93510,Limited,Chatsworth Courthouse,ACTON (North of 9th St. / TRAIL's END Rd.),True
93510,Limited,Chatsworth Courthouse,ACTON (South of 9th St. / TRAIL's END Rd.),True
93510,Limited,Chatsworth Courthouse,BIG MOUNTAIN RIDGE,True
93510,Limited,Chatsworth Courthouse,RAVENNA,True
90001,Unlimited,Norwalk Courthouse,,True
90001,Unlimited,Stanley Mosk Courthouse,,True
90002,Unlimited,Compton Courthouse,,True
90002,Unlimited,Norwalk Courthouse,,True
90004,Unlimited,Stanley Mosk Courthouse,,True
90005,Unlimited,Stanley Mosk Courthouse,,True
90006,Unlimited,Stanley Mosk Courthouse,,True
90007,Unlimited,Stanley Mosk Courthouse,,True
90008,Unlimited,Santa Monica Courthouse,,True
90008,Unlimited,Stanley Mosk Courthouse,,True
90009,Unlimited,Stanley Mosk Courthouse,,True
90010,Unlimited,Stanley Mosk Courthouse,,True
90011,Unlimited,Stanley Mosk Courthouse,,True
90012,Unlimited,Stanley Mosk Courthouse,,True
90013,Unlimited,Stanley Mosk Courthouse,,True
90014,Unlimited,Stanley Mosk Courthouse,,True
90015,Unlimited,Stanley Mosk Courthouse,,True
90016,Unlimited,Stanley Mosk Courthouse,,True
90017,Unlimited,Stanley Mosk Courthouse,,True
90018,Unlimited,Stanley Mosk Courthouse,,True
90019,Unlimited,Stanley Mosk Courthouse,,True
90020,Unlimited,Stanley Mosk Courthouse,,True
90021,Unlimited,Stanley Mosk Courthouse,,True
90022,Unlimited,Stanley Mosk Courthouse,,True
90023,Unlimited,Norwalk Courthouse,,True
90023,Unlimited,Stanley Mosk Courthouse,,True
